,ID,item_id,item,sequence,n_DD_event,dd_event_sequence,source,target,n_DD_event_new,dd_event_sequence_new,source_new,target_new,clnddseq,clnddseq_len,Condition,D_D_TotalTimeSpent,TotalTimeSpentonItem,ItemResponse,ItemFinalScore,n_Condition,single_Condition,source1,source2,source3,source4,source5,target1,target2,target3,target4,target5,source_ascending,source_descending,target_ascending,target_descending,nunique_target,nunique_source,source_focus,target_focus,source_partial_ascending,source_partial_descending,source_partial_focus,target_partial_ascending,target_partial_descending,target_partial_focus,strategy,ItemFinalScoreBinary,new_strategy,pretest_final_score_total,logTime,itemtime,
57779,ATUY1BTU5BQDE,5b,5,start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t2;start_s4;s4_t3;start_s4;return_s4;start_s4;s4_t3;start_s5;s5_t1,6,source1_to_target1;source2_to_target3;source3_to_target2;source4_to_target3;source4_to_target3;source5_to_target1,source1;source2;source3;source4;source4;source5,target1;target3;target2;target3;target3;target1,6,s1_t1;s2_t3;s3_t2;s4_t3;s4_t3;s5_t1,s1;s2;s3;s4;s4;s5,t1;t3;t2;t3;t3;t1,s1_t1;s2_t3;s3_t2;s4_t3;s5_t1,5,2,527.12422,55.66649,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,2,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,8,4.01937835,56.305,0.63851
57796,ATUY1BTU5BQDE,7b,7,start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t2;start_s5;s5_t3,5,source1_to_target1;source2_to_target3;source3_to_target1;source4_to_target2;source5_to_target3,source1;source2;source3;source4;source5,target1;target3;target1;target2;target3,5,s1_t1;s2_t3;s3_t1;s4_t2;s5_t3,s1;s2;s3;s4;s5,t1;t3;t1;t2;t3,s1_t1;s2_t3;s3_t1;s4_t2;s5_t3,5,2,527.12422,39.2044,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,1,2,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,8,3.668788985,39.434,0.2296
57809,ATUY1BTU5BQDE,8b,8,start_s2;return_s2;start_s4;return_s4;start_s4;s4_t3;start_s5;s5_t1;start_s3;s3_t1;start_s1;s1_t2;start_s2;s2_t3,5,source4_to_target3;source5_to_target1;source3_to_target1;source1_to_target2;source2_to_target3,source4;source5;source3;source1;source2,target3;target1;target1;target2;target3,5,s4_t3;s5_t1;s3_t1;s1_t2;s2_t3,s4;s5;s3;s1;s2,t3;t1;t1;t2;t3,s4_t3;s5_t1;s3_t1;s1_t2;s2_t3,5,2,527.12422,30.05781,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,1,1,4,5,3,1,2,3,1,1,2,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,8,3.403122527,30.582,0.52419
57826,ATUY1BTU5BQDE,9b,9,start_s1;s1_t3;start_s2;s2_t2;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3,5,source1_to_target3;source2_to_target2;source3_to_target1;source4_to_target1;source5_to_target3,source1;source2;source3;source4;source5,target3;target2;target1;target1;target3,5,s1_t3;s2_t2;s3_t1;s4_t1;s5_t3,s1;s2;s3;s4;s5,t3;t2;t1;t1;t3,s1_t3;s2_t2;s3_t1;s4_t1;s5_t3,5,2,527.12422,17.32002,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,2,1,1,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,8,2.851863058,18.005,0.68498
57839,ATZ6GERYJ2LSK,10a,10,start_s1;s1_t3;start_s2;s2_t3;start_s3;return_s3;start_s4;s4_t2;start_s3;s3_t3;start_s5;s5_t1,5,source1_to_target3;source2_to_target3;source4_to_target2;source3_to_target3;source5_to_target1,source1;source2;source4;source3;source5,target3;target3;target2;target3;target1,5,s1_t3;s2_t3;s4_t2;s3_t3;s5_t1,s1;s2;s4;s3;s5,t3;t3;t2;t3;t1,s1_t3;s2_t3;s4_t2;s3_t3;s5_t1,5,1,596.46238,74.55271,"{""target1"":[{""id"":""source5"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source3"",""sub"":""3""}]}",0,1,1,1,2,4,3,5,3,3,2,3,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,FALSE,1,FALSE,FALSE,0,Source Partial Focus,0,Source Focus,6,4.311506392,75.976,1.42329
57854,ATZ6GERYJ2LSK,1a,1,start_s1;s1_t3;start_s4;s4_t3;start_s5;s5_t2;start_s3;s3_t1;start_s2;s2_t1,5,source1_to_target3;source4_to_target3;source5_to_target2;source3_to_target1;source2_to_target1,source1;source4;source5;source3;source2,target3;target3;target2;target1;target1,5,s1_t3;s4_t3;s5_t2;s3_t1;s2_t1,s1;s4;s5;s3;s2,t3;t3;t2;t1;t1,s1_t3;s4_t3;s5_t2;s3_t1;s2_t1,5,1,596.46238,33.82524,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,4,5,3,2,3,3,2,1,1,FALSE,FALSE,FALSE,TRUE,3,5,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,6,3.521207269,30.081,-3.74424
57867,ATZ6GERYJ2LSK,2a,2,start_s1;s1_t1;start_s5;s5_t2;start_s2;s2_t1;start_s4;s4_t3;start_s3;s3_t2;start_s3;move_s3_from_t2_t1,5,source1_to_target1;source5_to_target2;source2_to_target1;source4_to_target3;source3_to_target2,source1;source5;source2;source4;source3,target1;target2;target1;target3;target2,6,s1_t1;s5_t2;s2_t1;s4_t3;s3_t2;s3_t1,s1;s5;s2;s4;s3;s3,t1;t2;t1;t3;t2;t1,s1_t1;s5_t2;s2_t1;s4_t3;s3_t2,5,1,596.46238,98.02101,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source3"",""sub"":""3""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""}]}",0,1,1,1,5,2,4,3,1,2,1,3,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,0,Other,6,4.585181843,98.462,0.44099
57882,ATZ6GERYJ2LSK,3a,3,start_s1;s1_t1;start_s2;s2_t2;start_s3;s3_t3;start_s4;s4_t2;start_s5;s5_t3;start_s1;move_s1_from_t1_t3;start_s2;return_s2;start_s2;s2_t1,6,source1_to_target1;source2_to_target2;source3_to_target3;source4_to_target2;source5_to_target3;source2_to_target1,source1;source2;source3;source4;source5;source2,target1;target2;target3;target2;target3;target1,7,s1_t1;s2_t2;s3_t3;s4_t2;s5_t3;s1_t3;s2_t1,s1;s2;s3;s4;s5;s1;s2,t1;t2;t3;t2;t3;t3;t1,s1_t1;s2_t2;s3_t3;s4_t2;s5_t3,5,1,596.46238,161.484,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""2""}],""target3"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""},{""id"":""source1"",""sub"":""3""}]}",2,1,1,1,2,3,4,5,1,2,3,2,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,6,5.084406067,161.595,0.111
57901,ATZ6GERYJ2LSK,4a,4,start_s1;s1_t3;start_s2;s2_t3;start_s3;s3_t2;start_s4;s4_t3;start_s5;s5_t3,5,source1_to_target3;source2_to_target3;source3_to_target2;source4_to_target3;source5_to_target3,source1;source2;source3;source4;source5,target3;target3;target2;target3;target3,5,s1_t3;s2_t3;s3_t2;s4_t3;s5_t3,s1;s2;s3;s4;s5,t3;t3;t2;t3;t3,s1_t3;s2_t3;s3_t2;s4_t3;s5_t3,5,1,596.46238,51.97805,"{""target1"":[],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source4"",""sub"":""3""},{""id"":""source5"",""sub"":""4""}]}",1,1,1,1,2,3,4,5,3,3,2,3,3,TRUE,FALSE,FALSE,FALSE,2,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,0,Source Focus,6,3.950821514,50.322,-1.65605
57914,ATZ6GERYJ2LSK,5a,5,start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t2;start_s4;s4_t3;start_s5;s5_t1,5,source1_to_target1;source2_to_target3;source3_to_target2;source4_to_target3;source5_to_target1,source1;source2;source3;source4;source5,target1;target3;target2;target3;target1,5,s1_t1;s2_t3;s3_t2;s4_t3;s5_t1,s1;s2;s3;s4;s5,t1;t3;t2;t3;t1,s1_t1;s2_t3;s3_t2;s4_t3;s5_t1,5,1,596.46238,57.24467,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,2,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,6,4.047334538,56.834,-0.41067
57927,ATZ6GERYJ2LSK,6a,6,start_s1;s1_t3;start_s2;s2_t3;start_s3;return_s3;start_s3;s3_t1;start_s4;s4_t2;start_s5;s5_t2;start_s5;move_s5_from_t2_t1,5,source1_to_target3;source2_to_target3;source3_to_target1;source4_to_target2;source5_to_target2,source1;source2;source3;source4;source5,target3;target3;target1;target2;target2,6,s1_t3;s2_t3;s3_t1;s4_t2;s5_t2;s5_t1,s1;s2;s3;s4;s5;s5,t3;t3;t1;t2;t2;t1,s1_t3;s2_t3;s3_t1;s4_t2;s5_t2,5,1,596.46238,38.91415,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,3,1,2,2,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,6,3.661357938,31.09,-7.82415
57944,ATZ6GERYJ2LSK,8a,8,start_s1;return_s1;start_s1;s1_t2;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t3;start_s5;s5_t1,5,source1_to_target2;source2_to_target3;source3_to_target1;source4_to_target3;source5_to_target1,source1;source2;source3;source4;source5,target2;target3;target1;target3;target1,5,s1_t2;s2_t3;s3_t1;s4_t3;s5_t1,s1;s2;s3;s4;s5,t2;t3;t1;t3;t1,s1_t2;s2_t3;s3_t1;s4_t3;s5_t1,5,1,596.46238,34.38287,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,2,3,1,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,6,3.537558475,37.24,2.85713
57959,ATZ6GERYJ2LSK,9a,9,start_s1;s1_t3;start_s2;s2_t2;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3,5,source1_to_target3;source2_to_target2;source3_to_target1;source4_to_target1;source5_to_target3,source1;source2;source3;source4;source5,target3;target2;target1;target1;target3,5,s1_t3;s2_t2;s3_t1;s4_t1;s5_t3,s1;s2;s3;s4;s5,t3;t2;t1;t1;t3,s1_t3;s2_t2;s3_t1;s4_t1;s5_t3,5,1,596.46238,31.41437,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,2,1,1,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,6,3.447265432,33.293,1.87863
57972,AU2RMH9IZP60M,10c,10,start_s1;s1_t2;start_s3;s3_t3;start_s5;s5_t2;start_s2;s2_t2;start_s4;s4_t1,5,source1_to_target2;source3_to_target3;source5_to_target2;source2_to_target2;source4_to_target1,source1;source3;source5;source2;source4,target2;target3;target2;target2;target1,5,s1_t2;s3_t3;s5_t2;s2_t2;s4_t1,s1;s3;s5;s2;s4,t2;t3;t2;t2;t1,s1_t2;s3_t3;s5_t2;s2_t2;s4_t1,5,3,768.49349,23.50342,"{""target1"":[{""id"":""source4"",""sub"":""1""}],""target2"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""},{""id"":""source2"",""sub"":""3""}],""target3"":[{""id"":""source3"",""sub"":""1""}]}",0,1,1,1,3,5,2,4,2,3,2,2,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,0,Other,3,3.157145942,23.427,-0.07642
57985,AU2RMH9IZP60M,1c,1,start_s1;return_s1;start_s1;return_s1;start_s5;s5_t2;start_s2;s2_t3;start_s4;s4_t1;start_s1;s1_t1;start_s3;s3_t3,5,source5_to_target2;source2_to_target3;source4_to_target1;source1_to_target1;source3_to_target3,source5;source2;source4;source1;source3,target2;target3;target1;target1;target3,5,s5_t2;s2_t3;s4_t1;s1_t1;s3_t3,s5;s2;s4;s1;s3,t2;t3;t1;t1;t3,s5_t2;s2_t3;s4_t1;s1_t1;s3_t3,5,3,768.49349,155.1821,"{""target1"":[{""id"":""source4"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",0,1,1,5,2,4,1,3,2,3,1,1,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,0,Other,3,5.044599266,153.865,-1.3171
58002,AU2RMH9IZP60M,2c,2,start_s1;s1_t3;start_s4;s4_t3;start_s5;s5_t2;start_s3;s3_t1;start_s2;s2_t2,5,source1_to_target3;source4_to_target3;source5_to_target2;source3_to_target1;source2_to_target2,source1;source4;source5;source3;source2,target3;target3;target2;target1;target2,5,s1_t3;s4_t3;s5_t2;s3_t1;s2_t2,s1;s4;s5;s3;s2,t3;t3;t2;t1;t2,s1_t3;s4_t3;s5_t2;s3_t1;s2_t2,5,3,768.49349,306.5443,"{""target1"":[{""id"":""source3"",""sub"":""1""}],""target2"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",0,1,1,1,4,5,3,2,3,3,2,1,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,0,Other,3,5.72536228,307.316,0.7717
58015,AU2RMH9IZP60M,3c,3,start_s1;s1_t1;start_s2;s2_t3;start_s2;move_s2_from_t3_t2;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t1,5,source1_to_target1;source2_to_target3;source3_to_target1;source4_to_target1;source5_to_target1,source1;source2;source3;source4;source5,target1;target3;target1;target1;target1,6,s1_t1;s2_t3;s2_t2;s3_t1;s4_t1;s5_t1,s1;s2;s2;s3;s4;s5,t1;t3;t2;t1;t1;t1,s1_t1;s2_t3;s3_t1;s4_t1;s5_t1,5,3,768.49349,106.1806,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""},{""id"":""source4"",""sub"":""3""},{""id"":""source5"",""sub"":""4""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[]}",0,1,1,1,2,3,4,5,1,3,1,1,1,TRUE,FALSE,FALSE,FALSE,2,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,0,Source Focus,3,4.665141418,106.463,0.2824
58030,AU2RMH9IZP60M,4c,4,start_s3;s3_t2;start_s2;s2_t3;start_s5;s5_t3;start_s4;s4_t3;start_s5;return_s5;start_s1;s1_t3;start_s5;s5_t3,6,source3_to_target2;source2_to_target3;source5_to_target3;source4_to_target3;source1_to_target3;source5_to_target3,source3;source2;source5;source4;source1;source5,target2;target3;target3;target3;target3;target3,6,s3_t2;s2_t3;s5_t3;s4_t3;s1_t3;s5_t3,s3;s2;s5;s4;s1;s5,t2;t3;t3;t3;t3;t3,s3_t2;s2_t3;s5_t3;s4_t3;s1_t3,5,3,768.49349,64.96925,"{""target1"":[],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""3""},{""id"":""source1"",""sub"":""2""},{""id"":""source5"",""sub"":""4""}]}",1,1,1,3,2,5,4,1,2,3,3,3,3,FALSE,FALSE,TRUE,FALSE,2,5,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,0,Target Focus,3,4.173914081,65.543,0.57375
58047,AU2RMH9IZP60M,5c,5,start_s1;s1_t1;start_s2;s2_t3;start_s5;s5_t1;start_s4;s4_t2;start_s3;s3_t2,5,source1_to_target1;source2_to_target3;source5_to_target1;source4_to_target2;source3_to_target2,source1;source2;source5;source4;source3,target1;target3;target1;target2;target2,5,s1_t1;s2_t3;s5_t1;s4_t2;s3_t2,s1;s2;s5;s4;s3,t1;t3;t1;t2;t2,s1_t1;s2_t3;s5_t1;s4_t2;s3_t2,5,3,768.49349,23.07659,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target3"":[{""id"":""source2"",""sub"":""1""}]}",1,1,1,1,2,5,4,3,1,3,1,2,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,FALSE,1,FALSE,FALSE,0,Source Partial Focus,0,Source Focus,3,3.138818684,23.704,0.62741
58060,AU2RMH9IZP60M,7c,7,start_s1;s1_t1;start_s2;s2_t3;start_s4;s4_t2;start_s5;s5_t3;start_s3;s3_t1,5,source1_to_target1;source2_to_target3;source4_to_target2;source5_to_target3;source3_to_target1,source1;source2;source4;source5;source3,target1;target3;target2;target3;target1,5,s1_t1;s2_t3;s4_t2;s5_t3;s3_t1,s1;s2;s4;s5;s3,t1;t3;t2;t3;t1,s1_t1;s2_t3;s4_t2;s5_t3;s3_t1,5,3,768.49349,10.47177,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,4,5,3,1,3,2,3,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,3,2.348683065,10.404,-0.06777
58073,AU2RMH9IZP60M,8c,8,start_s1;s1_t2;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t3;start_s5;s5_t1,5,source1_to_target2;source2_to_target3;source3_to_target1;source4_to_target3;source5_to_target1,source1;source2;source3;source4;source5,target2;target3;target1;target3;target1,5,s1_t2;s2_t3;s3_t1;s4_t3;s5_t1,s1;s2;s3;s4;s5,t2;t3;t1;t3;t1,s1_t2;s2_t3;s3_t1;s4_t3;s5_t1,5,3,768.49349,20.71012,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,2,3,1,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,3,3.03062247,20.659,-0.05112
58086,AU2RMH9IZP60M,9c,9,start_s1;s1_t3;start_s2;s2_t2;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3,5,source1_to_target3;source2_to_target2;source3_to_target1;source4_to_target1;source5_to_target3,source1;source2;source3;source4;source5,target3;target2;target1;target1;target3,5,s1_t3;s2_t2;s3_t1;s4_t1;s5_t3,s1;s2;s3;s4;s5,t3;t2;t1;t1;t3,s1_t3;s2_t2;s3_t1;s4_t1;s5_t3,5,3,768.49349,14.40841,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,2,1,1,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,3,2.667812064,14.834,0.42559
58099,AU7A3QNJF3O00,10b,10,start_s1;s1_t3;start_s5;s5_t1;start_s4;return_s4;start_s2;s2_t1;start_s3;s3_t2;start_s4;s4_t2,5,source1_to_target3;source5_to_target1;source2_to_target1;source3_to_target2;source4_to_target2,source1;source5;source2;source3;source4,target3;target1;target1;target2;target2,5,s1_t3;s5_t1;s2_t1;s3_t2;s4_t2,s1;s5;s2;s3;s4,t3;t1;t1;t2;t2,s1_t3;s5_t1;s2_t1;s3_t2;s4_t2,5,2,670.40457,112.3876,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target3"":[{""id"":""source1"",""sub"":""1""}]}",1,1,1,1,5,2,3,4,3,1,1,2,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,0,Other,5,4.721953611,112.067,-0.3206
58114,AU7A3QNJF3O00,1b,1,start_s1;s1_t3;start_s4;s4_t3;start_s5;s5_t2;start_s3;s3_t1;start_s2;s2_t1,5,source1_to_target3;source4_to_target3;source5_to_target2;source3_to_target1;source2_to_target1,source1;source4;source5;source3;source2,target3;target3;target2;target1;target1,5,s1_t3;s4_t3;s5_t2;s3_t1;s2_t1,s1;s4;s5;s3;s2,t3;t3;t2;t1;t1,s1_t3;s4_t3;s5_t2;s3_t1;s2_t1,5,2,670.40457,24.36516,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,4,5,3,2,3,3,2,1,1,FALSE,FALSE,FALSE,TRUE,3,5,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,5,3.193154243,24.605,0.23984
58127,AU7A3QNJF3O00,2b,2,start_s5;s5_t2;start_s3;s3_t1;start_s1;s1_t3;start_s2;s2_t3;start_s4;s4_t3;start_s4;move_s4_from_t3_t1,5,source5_to_target2;source3_to_target1;source1_to_target3;source2_to_target3;source4_to_target3,source5;source3;source1;source2;source4,target2;target1;target3;target3;target3,6,s5_t2;s3_t1;s1_t3;s2_t3;s4_t3;s4_t1,s5;s3;s1;s2;s4;s4,t2;t1;t3;t3;t3;t1,s5_t2;s3_t1;s1_t3;s2_t3;s4_t3,5,2,670.40457,77.35061,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",1,1,1,5,3,1,2,4,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,0,Other,5,4.348348463,76.814,-0.53661
58142,AU7A3QNJF3O00,3b,3,start_s1;s1_t1;start_s1;move_s1_from_t1_t2;start_s2;s2_t2;start_s3;s3_t3;start_s4;s4_t1;start_s5;s5_t1;start_s5;move_s5_from_t1_t3,5,source1_to_target1;source2_to_target2;source3_to_target3;source4_to_target1;source5_to_target1,source1;source2;source3;source4;source5,target1;target2;target3;target1;target1,7,s1_t1;s1_t2;s2_t2;s3_t3;s4_t1;s5_t1;s5_t3,s1;s1;s2;s3;s4;s5;s5,t1;t2;t2;t3;t1;t1;t3,s1_t1;s2_t2;s3_t3;s4_t1;s5_t1,5,2,670.40457,121.4833,"{""target1"":[{""id"":""source4"",""sub"":""1""}],""target2"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target3"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",1,1,1,1,2,3,4,5,1,2,3,1,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,0,Source Focus,5,4.799776805,122,0.5167
58159,AU7A3QNJF3O00,4b,4,start_s5;s5_t3;start_s2;s2_t3;start_s3;s3_t2;start_s1;s1_t1;start_s4;s4_t2,5,source5_to_target3;source2_to_target3;source3_to_target2;source1_to_target1;source4_to_target2,source5;source2;source3;source1;source4,target3;target3;target2;target1;target2,5,s5_t3;s2_t3;s3_t2;s1_t1;s4_t2,s5;s2;s3;s1;s4,t3;t3;t2;t1;t2,s5_t3;s2_t3;s3_t2;s1_t1;s4_t2,5,2,670.40457,119.7245,"{""target1"":[{""id"":""source1"",""sub"":""1""}],""target2"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target3"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",1,1,1,5,2,3,1,4,3,3,2,1,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,0,Other,5,4.78519327,119.626,-0.0985
